"MGI.symbol","ENSMUSG","HGNC.symbol","ENSG","dataset","RBP","msORhs","data.type","dataset.id","regulation","cell.type"
"Pgs1","ENSMUSG00000017715","PGS1","ENSG00000087157","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Phactr1","ENSMUSG00000054728","PHACTR1","ENSG00000112137","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Phactr3","ENSMUSG00000027525","PHACTR3","ENSG00000087495","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Phc1","ENSMUSG00000040669","PHC1","ENSG00000111752","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Phc2","ENSMUSG00000028796","PHC2","ENSG00000134686","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Phc3","ENSMUSG00000037652","PHC3","ENSG00000173889","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Phf12","ENSMUSG00000037791","PHF12","ENSG00000109118","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Phf14","ENSMUSG00000029629","PHF14","ENSG00000106443","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Phf2","ENSMUSG00000038025","PHF2","ENSG00000197724","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Phf20","ENSMUSG00000038116","PHF20","ENSG00000025293","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Phf20l1","ENSMUSG00000072501","PHF20L1","ENSG00000129292","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Phgdh","ENSMUSG00000053398","PHGDH","ENSG00000092621","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Phldb1","ENSMUSG00000048537","PHLDB1","ENSG00000019144","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Phlpp1","ENSMUSG00000044340","PHLPP1","ENSG00000081913","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Phox2b","ENSMUSG00000012520","PHOX2B","ENSG00000109132","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Phtf1","ENSMUSG00000058388","PHTF1","ENSG00000116793","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Phykpl","ENSMUSG00000020359","PHYKPL","ENSG00000175309","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pi4ka","ENSMUSG00000041720","PI4KA","ENSG00000241973","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pianp","ENSMUSG00000030329","PIANP","ENSG00000139200","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pias1","ENSMUSG00000032405","PIAS1","ENSG00000033800","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pias2","ENSMUSG00000025423","PIAS2","ENSG00000078043","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pibf1","ENSMUSG00000022064","PIBF1","ENSG00000083535","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Piezo1","ENSMUSG00000014444","PIEZO1","ENSG00000103335","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pigb","ENSMUSG00000079469","PIGB","ENSG00000069943","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pigf","ENSMUSG00000024145","PIGF","ENSG00000151665","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pign","ENSMUSG00000056536","PIGN","ENSG00000197563","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pigq","ENSMUSG00000025728","PIGQ","ENSG00000007541","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pigu","ENSMUSG00000038383","PIGU","ENSG00000101464","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pik3c3","ENSMUSG00000033628","PIK3C3","ENSG00000078142","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pik3ca","ENSMUSG00000027665","PIK3CA","ENSG00000121879","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pik3r1","ENSMUSG00000041417","PIK3R1","ENSG00000145675","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pip5k1a","ENSMUSG00000028126","PIP5K1A","ENSG00000143398","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pitpnb","ENSMUSG00000050017","PITPNB","ENSG00000180957","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pitpnm2","ENSMUSG00000029406","PITPNM2","ENSG00000090975","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pitrm1","ENSMUSG00000021193","PITRM1","ENSG00000107959","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pkd2","ENSMUSG00000034462","PKD2","ENSG00000118762","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pkia","ENSMUSG00000027499","PKIA","ENSG00000171033","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pkm","ENSMUSG00000032294","PKM","ENSG00000067225","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pkn2","ENSMUSG00000004591","PKN2","ENSG00000065243","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pknox1","ENSMUSG00000006705","PKNOX1","ENSG00000160199","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pkp4","ENSMUSG00000026991","PKP4","ENSG00000144283","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pla2g6","ENSMUSG00000042632","PLA2G6","ENSG00000184381","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Plagl2","ENSMUSG00000051413","PLAGL2","ENSG00000126003","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Plbd2","ENSMUSG00000029598","PLBD2","ENSG00000151176","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Plcb1","ENSMUSG00000051177","PLCB1","ENSG00000182621","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Plcd3","ENSMUSG00000020937","PLCD3","ENSG00000161714","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Plcg1","ENSMUSG00000016933","PLCG1","ENSG00000124181","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Plcxd3","ENSMUSG00000049148","PLCXD3","ENSG00000182836","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Plec","ENSMUSG00000022565","PLEC","ENSG00000178209","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Plek","ENSMUSG00000020120","PLEK","ENSG00000115956","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Plekha5","ENSMUSG00000030231","PLEKHA5","ENSG00000052126","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Plekha6","ENSMUSG00000041757","PLEKHA6","ENSG00000143850","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Plekhb2","ENSMUSG00000026123","PLEKHB2","ENSG00000115762","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Plekhm1","ENSMUSG00000034247","PLEKHM1","ENSG00000225190","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Plekhm3","ENSMUSG00000051344","PLEKHM3","ENSG00000178385","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Plgrkt","ENSMUSG00000016495","PLGRKT","ENSG00000107020","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Plod2","ENSMUSG00000032374","PLOD2","ENSG00000152952","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Plod3","ENSMUSG00000004846","PLOD3","ENSG00000106397","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Plrg1","ENSMUSG00000027998","PLRG1","ENSG00000171566","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Plxdc2","ENSMUSG00000026748","PLXDC2","ENSG00000120594","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pms1","ENSMUSG00000026098","PMS1","ENSG00000064933","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pnisr","ENSMUSG00000028248","PNISR","ENSG00000132424","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pnn","ENSMUSG00000020994","PNN","ENSG00000100941","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pnpla7","ENSMUSG00000036833","PNPLA7","ENSG00000130653","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pnpla8","ENSMUSG00000036257","PNPLA8","ENSG00000135241","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pnpt1","ENSMUSG00000020464","PNPT1","ENSG00000138035","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pogz","ENSMUSG00000038902","POGZ","ENSG00000143442","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Polb","ENSMUSG00000031536","POLB","ENSG00000070501","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Poldip3","ENSMUSG00000041815","POLDIP3","ENSG00000100227","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Polg2","ENSMUSG00000020718","POLG2","ENSG00000256525","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Polr1b","ENSMUSG00000027395","POLR1B","ENSG00000125630","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Polr2b","ENSMUSG00000029250","POLR2B","ENSG00000047315","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Polr2l","ENSMUSG00000038489","POLR2L","ENSG00000177700","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Polr2m","ENSMUSG00000032199","POLR2M","ENSG00000255529","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Polr3b","ENSMUSG00000034453","POLR3B","ENSG00000013503","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Polr3h","ENSMUSG00000022476","POLR3H","ENSG00000100413","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pop1","ENSMUSG00000022325","POP1","ENSG00000104356","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pou6f1","ENSMUSG00000009739","POU6F1","ENSG00000184271","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppa2","ENSMUSG00000028013","PPA2","ENSG00000138777","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppard","ENSMUSG00000002250","PPARD","ENSG00000112033","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppargc1b","ENSMUSG00000033871","PPARGC1B","ENSG00000155846","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppcdc","ENSMUSG00000063849","PPCDC","ENSG00000138621","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppfia2","ENSMUSG00000053825","PPFIA2","ENSG00000139220","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppfia3","ENSMUSG00000003863","PPFIA3","ENSG00000177380","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppfibp1","ENSMUSG00000016487","PPFIBP1","ENSG00000110841","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppfibp2","ENSMUSG00000036528","PPFIBP2","ENSG00000166387","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppig","ENSMUSG00000042133","PPIG","ENSG00000138398","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppil2","ENSMUSG00000022771","PPIL2","ENSG00000100023","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppip5k2","ENSMUSG00000040648","PPIP5K2","ENSG00000145725","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppm1e","ENSMUSG00000046442","PPM1E","ENSG00000175175","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppm1h","ENSMUSG00000034613","PPM1H","ENSG00000111110","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppm1l","ENSMUSG00000027784","PPM1L","ENSG00000163590","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppme1","ENSMUSG00000030718","PPME1","ENSG00000214517","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppp1r12a","ENSMUSG00000019907","PPP1R12A","ENSG00000058272","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppp1r12c","ENSMUSG00000019254","PPP1R12C","ENSG00000125503","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppp1r14c","ENSMUSG00000040653","PPP1R14C","ENSG00000198729","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppp1r8","ENSMUSG00000028882","PPP1R8","ENSG00000117751","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppp1r9a","ENSMUSG00000032827","PPP1R9A","ENSG00000158528","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppp2cb","ENSMUSG00000009630","PPP2CB","ENSG00000104695","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppp2r2a","ENSMUSG00000022052","PPP2R2A","ENSG00000221914","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppp2r2c","ENSMUSG00000029120","PPP2R2C","ENSG00000074211","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppp2r3c","ENSMUSG00000021022","PPP2R3C","ENSG00000092020","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppp2r3d","ENSMUSG00000093803","PPP2R3B","ENSG00000167393","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppp2r5c","ENSMUSG00000017843","PPP2R5C","ENSG00000078304","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppp2r5e","ENSMUSG00000021051","PPP2R5E","ENSG00000154001","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppp3ca","ENSMUSG00000028161","PPP3CA","ENSG00000138814","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppp4r1","ENSMUSG00000061950","PPP4R1","ENSG00000154845","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ppp6r3","ENSMUSG00000024908","PPP6R3","ENSG00000110075","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pprc1","ENSMUSG00000055491","PPRC1","ENSG00000148840","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pptc7","ENSMUSG00000038582","PPTC7","ENSG00000196850","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prcc","ENSMUSG00000004895","PRCC","ENSG00000143294","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prdm2","ENSMUSG00000057637","PRDM2","ENSG00000116731","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prdx2","ENSMUSG00000005161","PRDX2","ENSG00000167815","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Preb","ENSMUSG00000045302","PREB","ENSG00000138073","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prep","ENSMUSG00000019849","PREP","ENSG00000085377","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prex1","ENSMUSG00000039621","PREX1","ENSG00000124126","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Primpol","ENSMUSG00000038225","PRIMPOL","ENSG00000164306","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prkaa1","ENSMUSG00000050697","PRKAA1","ENSG00000132356","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prkab2","ENSMUSG00000038205","PRKAB2","ENSG00000131791","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prkar1a","ENSMUSG00000020612","PRKAR1A","ENSG00000108946","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prkca","ENSMUSG00000050965","PRKCA","ENSG00000154229","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prkce","ENSMUSG00000045038","PRKCE","ENSG00000171132","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prkg1","ENSMUSG00000052920","PRKG1","ENSG00000185532","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prmt2","ENSMUSG00000020230","PRMT2","ENSG00000160310","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prmt3","ENSMUSG00000030505","PRMT3","ENSG00000185238","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prmt7","ENSMUSG00000060098","PRMT7","ENSG00000132600","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prnp","ENSMUSG00000079037","PRNP","ENSG00000171867","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prom1","ENSMUSG00000029086","PROM1","ENSG00000007062","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prom2","ENSMUSG00000027376","PROM2","ENSG00000155066","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prpf19","ENSMUSG00000024735","PRPF19","ENSG00000110107","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prpf39","ENSMUSG00000035597","PRPF39","ENSG00000185246","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prpf40a","ENSMUSG00000061136","PRPF40A","ENSG00000196504","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prpf40b","ENSMUSG00000023007","PRPF40B","ENSG00000110844","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prpf4b","ENSMUSG00000021413","PRPF4B","ENSG00000112739","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prpf8","ENSMUSG00000020850","PRPF8","ENSG00000174231","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prpsap2","ENSMUSG00000020528","PRPSAP2","ENSG00000141127","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prr14l","ENSMUSG00000054280","PRR14L","ENSG00000183530","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prr5","ENSMUSG00000036106","PRR5","ENSG00000186654","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prrc1","ENSMUSG00000024594","PRRC1","ENSG00000164244","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prrc2a","ENSMUSG00000024393","PRRC2A","ENSG00000204469","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prrc2b","ENSMUSG00000039262","PRRC2B","ENSG00000130723","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prrc2c","ENSMUSG00000040225","PRRC2C","ENSG00000117523","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prtg","ENSMUSG00000036030","PRTG","ENSG00000166450","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Prune2","ENSMUSG00000039126","PRUNE2","ENSG00000106772","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Psap","ENSMUSG00000004207","PSAP","ENSG00000197746","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pskh1","ENSMUSG00000048310","PSKH1","ENSG00000159792","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Psma3","ENSMUSG00000060073","PSMA3","ENSG00000100567","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Psma6","ENSMUSG00000021024","PSMA6","ENSG00000100902","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Psmb1","ENSMUSG00000014769","PSMB1","ENSG00000008018","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Psmb4","ENSMUSG00000005779","PSMB4","ENSG00000159377","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Psmb7","ENSMUSG00000026750","PSMB7","ENSG00000136930","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Psmc5","ENSMUSG00000020708","PSMC5","ENSG00000087191","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Psmc6","ENSMUSG00000021832","PSMC6","ENSG00000100519","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Psmd1","ENSMUSG00000026229","PSMD1","ENSG00000173692","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Psmd11","ENSMUSG00000017428","PSMD11","ENSG00000108671","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Psme3","ENSMUSG00000078652","PSME3","ENSG00000131467","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Psme4","ENSMUSG00000040850","PSME4","ENSG00000068878","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptar1","ENSMUSG00000074925","PTAR1","ENSG00000188647","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptbp1","ENSMUSG00000006498","PTBP1","ENSG00000011304","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptbp2","ENSMUSG00000028134","PTBP2","ENSG00000117569","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptcd2","ENSMUSG00000021650","PTCD2","ENSG00000049883","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pten","ENSMUSG00000013663","PTEN","ENSG00000171862","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pter","ENSMUSG00000026730","PTER","ENSG00000165983","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptges3","ENSMUSG00000071072","PTGES3","ENSG00000110958","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptk2","ENSMUSG00000022607","PTK2","ENSG00000169398","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptma","ENSMUSG00000026238","PTMA","ENSG00000187514","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptp4a2","ENSMUSG00000028788","PTP4A2","ENSG00000184007","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptp4a3","ENSMUSG00000059895","PTP4A3","ENSG00000184489","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptpdc1","ENSMUSG00000038042","PTPDC1","ENSG00000158079","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptpn11","ENSMUSG00000043733","PTPN11","ENSG00000179295","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptpn12","ENSMUSG00000028771","PTPN12","ENSG00000127947","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptpn13","ENSMUSG00000034573","PTPN13","ENSG00000163629","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptpn9","ENSMUSG00000032290","PTPN9","ENSG00000169410","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptpra","ENSMUSG00000027303","PTPRA","ENSG00000132670","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptprf","ENSMUSG00000033295","PTPRF","ENSG00000142949","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptprg","ENSMUSG00000021745","PTPRG","ENSG00000144724","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptprj","ENSMUSG00000025314","PTPRJ","ENSG00000149177","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptprn","ENSMUSG00000026204","PTPRN","ENSG00000054356","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptprn2","ENSMUSG00000056553","PTPRN2","ENSG00000155093","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptprs","ENSMUSG00000013236","PTPRS","ENSG00000105426","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Ptpru","ENSMUSG00000028909","PTPRU","ENSG00000060656","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pum1","ENSMUSG00000028580","PUM1","ENSG00000134644","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pum2","ENSMUSG00000020594","PUM2","ENSG00000055917","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Purg","ENSMUSG00000049184","PURG","ENSG00000172733","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pwp1","ENSMUSG00000001785","PWP1","ENSG00000136045","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pxdn","ENSMUSG00000020674","PXDN","ENSG00000130508","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pxk","ENSMUSG00000033885","PXK","ENSG00000168297","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pxmp4","ENSMUSG00000000876","PXMP4","ENSG00000101417","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Pxylp1","ENSMUSG00000043587","PXYLP1","ENSG00000155893","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Qrich1","ENSMUSG00000006673","QRICH1","ENSG00000198218","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Qtrt1","ENSMUSG00000002825","QTRT1","ENSG00000213339","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"R3hcc1l","ENSMUSG00000025184","R3HCC1L","ENSG00000166024","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"R3hdm1","ENSMUSG00000056211","R3HDM1","ENSG00000048991","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"R3hdm2","ENSMUSG00000025404","R3HDM2","ENSG00000179912","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
"Rab10","ENSMUSG00000020671","RAB10","ENSG00000084733","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA,"N2A"
